1619000040000,humidity.percent::number,roomId=RoomB-gateway=demo1,11,417.833082565721,19.932579683697,57.768321908137,37.98482568779282;
1619000082000,humidity.percent::number,roomId=RoomA-gateway=demo2,17,552.068623754947,15.317196216911,58.235271003664,32.47462492676159;
1619000094000,temperature.celsius::number,roomId=RoomA-gateway=demo1,8,311.92872983020595,22.806481429987,57.294391182122,38.99109122877575;
1619000100000,temperature.celsius::number,roomId=RoomA-gateway=demo3,18,646.909083844218,15.358384991281,52.858985612992,35.93939354690099;
1619000070000,humidity.percent::number,roomId=RoomB-gateway=demo2,15,577.865294690163,19.142394454416,55.218214342434,38.5243529793442;
1619000058000,humidity.percent::number,roomId=RoomA-gateway=demo1,21,698.967249925797,16.551883090656,57.645392847746,33.284154758371294;
1619000130000,temperature.celsius::number,roomId=RoomB-gateway=demo2,21,694.219629202352,15.114547030618,57.556592740886,33.05807758106438;
1619000136000,temperature.celsius::number,roomId=RoomA-gateway=demo2,12,396.38538457639004,15.471676737695,48.368455561538,33.03211538136583;
1619000118000,humidity.percent::number,roomId=RoomA-gateway=demo3,15,619.9966981165511,15.275459031056,59.250498283939,41.333113207770054;
1619000052000,temperature.celsius::number,roomId=RoomB-gateway=demo3,12,452.8890467648131,15.12512318031,58.23827045833,37.74075389706774;
1619000256000,temperature.celsius::number,roomId=RoomB-gateway=demo1,15,578.919964382226,18.343139328803,59.97732613401,38.5946642921484;
1619000046000,humidity.percent::number,roomId=RoomB-gateway=demo3,11,323.988731659718,16.238163756728,50.246954295918,29.453521059974364;
1619001072000,humidity.percent::number,roomId=RoomB-gateway=demo1,8,292.799554641378,20.814023131121,56.128373717566,36.59994433017225;
1619001096000,temperature.celsius::number,roomId=RoomA-gateway=demo1,18,679.867163621915,18.731668416431,58.533384970234,37.77039797899528;
1619001102000,temperature.celsius::number,roomId=RoomA-gateway=demo3,9,261.37082597768506,16.05985684087,46.377345315593,29.041202886409444;
1619001120000,humidity.percent::number,roomId=RoomB-gateway=demo2,17,565.136016672982,18.156417082124,54.918631037436,33.24329509841071;
1619001126000,humidity.percent::number,roomId=RoomA-gateway=demo1,14,497.72037062497293,16.378576739033,53.22442822827,35.551455044640925;
1619001090000,humidity.percent::number,roomId=RoomA-gateway=demo2,20,835.4431328353361,19.703870336646,58.447167949535,41.7721566417668;
1619001174000,humidity.percent::number,roomId=RoomA-gateway=demo3,15,572.2088258869121,20.689332981078,59.100827182296,38.14725505912747;
1619001210000,temperature.celsius::number,roomId=RoomB-gateway=demo3,18,659.869191042102,19.479519376181,56.729913783385,36.65939950233901;
1619001162000,temperature.celsius::number,roomId=RoomB-gateway=demo2,17,524.4128262193971,15.656139245434,51.549297956637,30.847813307023355;
1619001168000,temperature.celsius::number,roomId=RoomA-gateway=demo2,13,438.40161598950203,16.684575088355,55.554600110341,33.72320122996169;
1619001384000,humidity.percent::number,roomId=RoomB-gateway=demo3,15,554.4524583714519,16.102014398441,56.176439015039,36.963497224763465;
1619001378000,temperature.celsius::number,roomId=RoomB-gateway=demo1,18,704.7242488114439,15.056321988556,59.885931418092,39.15134715619133;
1619002110000,temperature.celsius::number,roomId=RoomA-gateway=demo3,17,630.4767447636822,16.292270145293,58.045771670003,37.08686733904011;
1619002128000,humidity.percent::number,roomId=RoomB-gateway=demo2,12,437.16328327652604,25.344307871844,56.754311877873,36.43027360637717;
1619002092000,humidity.percent::number,roomId=RoomB-gateway=demo1,13,547.099940316665,25.583803927928,59.9890083653,42.08461079358961;
1619002104000,temperature.celsius::number,roomId=RoomA-gateway=demo1,20,723.55310156963,16.41454758317,58.148748229515,36.17765507848151;
1619002134000,humidity.percent::number,roomId=RoomA-gateway=demo1,13,377.99667215169,16.762914192771,57.759816453623,29.07666708859154;
1619002206000,humidity.percent::number,roomId=RoomA-gateway=demo3,13,428.25604487197603,15.197890779826,57.73158213609,32.9427726824597;
1619002194000,humidity.percent::number,roomId=RoomA-gateway=demo2,12,408.61557877085,20.040867607518,57.326282843019,34.051298230904166;
1619002218000,temperature.celsius::number,roomId=RoomB-gateway=demo3,10,384.512661836903,15.60959377412,54.57717401219,38.4512661836903;
1619002302000,temperature.celsius::number,roomId=RoomA-gateway=demo2,11,382.7876683221879,17.371988464928,55.536003973353,34.798878938380724;
1619002236000,temperature.celsius::number,roomId=RoomB-gateway=demo2,20,673.1616616968461,15.562246942142,55.415551900122,33.6580830848423;
1619002404000,humidity.percent::number,roomId=RoomB-gateway=demo3,13,506.61950326318305,22.028233434642,56.066488353244,38.97073102024485;
1619002446000,temperature.celsius::number,roomId=RoomB-gateway=demo1,14,637.7036654823501,23.812083422993,59.306595425066,45.550261820167854;
